sample_id,transcript_id,log2cpm,gene_name,transcript_type,condition,donor_inferred,contrast
XZ6_CADASIL_R153C_isoCtrl,ENST00000474036.1,4.65670983805973,FN1,retained_intron,WT,C224Y,vsmc_pooled_CAD_vs_nonCAD
XZ6_CADASIL_R153C_isoCtrl,ENST00000490833.5,-5.99882088509591,FN1,protein_coding_CDS_not_defined,WT,C224Y,vsmc_pooled_CAD_vs_nonCAD
XZ6_CADASIL_R153C_isoCtrl,ENST00000480737.1,6.39215412105962,FN1,retained_intron,WT,C224Y,vsmc_pooled_CAD_vs_nonCAD
XZ6_CADASIL_R153C_isoCtrl,ENST00000471193.1,1.14073046730288,FN1,retained_intron,WT,C224Y,vsmc_pooled_CAD_vs_nonCAD
XZ6_CADASIL_R153C_isoCtrl,ENST00000426059.1,3.7841773238245,FN1,protein_coding,WT,C224Y,vsmc_pooled_CAD_vs_nonCAD
XZ6_CADASIL_R153C_isoCtrl,ENST00000496542.1,1.87769606146909,FN1,retained_intron,WT,C224Y,vsmc_pooled_CAD_vs_nonCAD
XZ6_CADASIL_R153C_isoCtrl,ENST00000261937.11,-2.09193028948739,FLT4,protein_coding,WT,C224Y,vsmc_pooled_CAD_vs_nonCAD
XZ6_CADASIL_R153C_isoCtrl,ENST00000393347.7,-1.60650346231715,FLT4,protein_coding,WT,C224Y,vsmc_pooled_CAD_vs_nonCAD
XZ6_CADASIL_R153C_isoCtrl,ENST00000510000.1,-1.91135804384557,FLT4,retained_intron,WT,C224Y,vsmc_pooled_CAD_vs_nonCAD
XZ6_CADASIL_R153C_isoCtrl,ENST00000514810.1,-5.99882088509591,FLT4,retained_intron,WT,C224Y,vsmc_pooled_CAD_vs_nonCAD
XZ6_CADASIL_R153C_isoCtrl,ENST00000282397.9,-1.75089337165233,FLT1,protein_coding,WT,C224Y,vsmc_pooled_CAD_vs_nonCAD
XZ6_CADASIL_R153C_isoCtrl,ENST00000541932.5,-3.19146596303831,FLT1,protein_coding,WT,C224Y,vsmc_pooled_CAD_vs_nonCAD
XZ6_CADASIL_R153C_isoCtrl,ENST00000615840.5,-1.75089337165233,FLT1,protein_coding,WT,C224Y,vsmc_pooled_CAD_vs_nonCAD
XZ6_CADASIL_R153C_isoCtrl,ENST00000539099.2,-1.60650346231715,FLT1,nonsense_mediated_decay,WT,C224Y,vsmc_pooled_CAD_vs_nonCAD
XZ7_CADASIL_C224Y_isoCtrl,ENST00000421182.5,-1.81585310184245,FN1,protein_coding,WT,WT_noVariant,vsmc_pooled_CAD_vs_nonCAD
XZ7_CADASIL_C224Y_isoCtrl,ENST00000323926.10,11.2075445485625,FN1,protein_coding,WT,WT_noVariant,vsmc_pooled_CAD_vs_nonCAD
XZ7_CADASIL_C224Y_isoCtrl,ENST00000336916.8,-5.90331594309278,FN1,protein_coding,WT,WT_noVariant,vsmc_pooled_CAD_vs_nonCAD
XZ7_CADASIL_C224Y_isoCtrl,ENST00000492816.6,4.24006727089704,FN1,retained_intron,WT,WT_noVariant,vsmc_pooled_CAD_vs_nonCAD
XZ7_CADASIL_C224Y_isoCtrl,ENST00000446046.5,9.43608175520887,FN1,protein_coding,WT,WT_noVariant,vsmc_pooled_CAD_vs_nonCAD
XZ7_CADASIL_C224Y_isoCtrl,ENST00000443816.5,7.34831439831873,FN1,protein_coding,WT,WT_noVariant,vsmc_pooled_CAD_vs_nonCAD
XZ7_CADASIL_C224Y_isoCtrl,ENST00000432072.6,7.5064727401524,FN1,protein_coding,WT,WT_noVariant,vsmc_pooled_CAD_vs_nonCAD
XZ7_CADASIL_C224Y_isoCtrl,ENST00000354785.11,10.7563873459273,FN1,protein_coding,WT,WT_noVariant,vsmc_pooled_CAD_vs_nonCAD
XZ7_CADASIL_C224Y_isoCtrl,ENST00000498719.1,2.92005129695345,FN1,retained_intron,WT,WT_noVariant,vsmc_pooled_CAD_vs_nonCAD
XZ7_CADASIL_C224Y_isoCtrl,ENST00000456923.5,9.65955251500268,FN1,protein_coding,WT,WT_noVariant,vsmc_pooled_CAD_vs_nonCAD
XZ7_CADASIL_C224Y_isoCtrl,ENST00000494446.1,3.51242582519731,FN1,retained_intron,WT,WT_noVariant,vsmc_pooled_CAD_vs_nonCAD
XZ7_CADASIL_C224Y_isoCtrl,ENST00000469569.1,2.84151789440676,FN1,retained_intron,WT,WT_noVariant,vsmc_pooled_CAD_vs_nonCAD
XZ7_CADASIL_C224Y_isoCtrl,ENST00000473614.1,2.00957339313718,FN1,retained_intron,WT,WT_noVariant,vsmc_pooled_CAD_vs_nonCAD
XZ7_CADASIL_C224Y_isoCtrl,ENST00000480024.1,3.3326982488073,FN1,retained_intron,WT,WT_noVariant,vsmc_pooled_CAD_vs_nonCAD
XZ7_CADASIL_C224Y_isoCtrl,ENST00000461974.1,6.53833144716083,FN1,retained_intron,WT,WT_noVariant,vsmc_pooled_CAD_vs_nonCAD
XZ7_CADASIL_C224Y_isoCtrl,ENST00000485567.1,1.46300627115303,FN1,retained_intron,WT,WT_noVariant,vsmc_pooled_CAD_vs_nonCAD
XZ7_CADASIL_C224Y_isoCtrl,ENST00000460217.1,2.46737146371443,FN1,retained_intron,WT,WT_noVariant,vsmc_pooled_CAD_vs_nonCAD
XZ7_CADASIL_C224Y_isoCtrl,ENST00000474036.1,4.26535617503945,FN1,retained_intron,WT,WT_noVariant,vsmc_pooled_CAD_vs_nonCAD
XZ7_CADASIL_C224Y_isoCtrl,ENST00000490833.5,-5.90331594309278,FN1,protein_coding_CDS_not_defined,WT,WT_noVariant,vsmc_pooled_CAD_vs_nonCAD
XZ7_CADASIL_C224Y_isoCtrl,ENST00000480737.1,6.56454429761509,FN1,retained_intron,WT,WT_noVariant,vsmc_pooled_CAD_vs_nonCAD
XZ7_CADASIL_C224Y_isoCtrl,ENST00000471193.1,-0.617913724230536,FN1,retained_intron,WT,WT_noVariant,vsmc_pooled_CAD_vs_nonCAD
XZ7_CADASIL_C224Y_isoCtrl,ENST00000426059.1,3.16007913819572,FN1,protein_coding,WT,WT_noVariant,vsmc_pooled_CAD_vs_nonCAD
XZ7_CADASIL_C224Y_isoCtrl,ENST00000496542.1,1.21562512963072,FN1,retained_intron,WT,WT_noVariant,vsmc_pooled_CAD_vs_nonCAD
XZ7_CADASIL_C224Y_isoCtrl,ENST00000261937.11,-1.81585310184245,FLT4,protein_coding,WT,WT_noVariant,vsmc_pooled_CAD_vs_nonCAD
XZ7_CADASIL_C224Y_isoCtrl,ENST00000393347.7,-5.90331594309278,FLT4,protein_coding,WT,WT_noVariant,vsmc_pooled_CAD_vs_nonCAD
XZ7_CADASIL_C224Y_isoCtrl,ENST00000510000.1,-5.90331594309278,FLT4,retained_intron,WT,WT_noVariant,vsmc_pooled_CAD_vs_nonCAD
XZ7_CADASIL_C224Y_isoCtrl,ENST00000514810.1,-2.44388432445549,FLT4,retained_intron,WT,WT_noVariant,vsmc_pooled_CAD_vs_nonCAD
XZ7_CADASIL_C224Y_isoCtrl,ENST00000282397.9,-0.617913724230536,FLT1,protein_coding,WT,WT_noVariant,vsmc_pooled_CAD_vs_nonCAD
XZ7_CADASIL_C224Y_isoCtrl,ENST00000541932.5,0.162773247364988,FLT1,protein_coding,WT,WT_noVariant,vsmc_pooled_CAD_vs_nonCAD
XZ7_CADASIL_C224Y_isoCtrl,ENST00000615840.5,0.400464805084318,FLT1,protein_coding,WT,WT_noVariant,vsmc_pooled_CAD_vs_nonCAD
XZ7_CADASIL_C224Y_isoCtrl,ENST00000539099.2,-5.90331594309278,FLT1,nonsense_mediated_decay,WT,WT_noVariant,vsmc_pooled_CAD_vs_nonCAD
