logFC,AveExpr,t,P.Value,adj.P.Val,B,transcript_id,gene_name,transcript_type,contrast
0.81486669771696,2.82515295721251,2.0691099356111,0.0722216852977882,0.427238545280749,-4.96495638846862,ENST00000488147.1,WASH7P,unprocessed_pseudogene,vsmc_pooled_CAD_vs_nonCAD
-0.960529858602386,-2.33189211518463,-0.872322603425091,0.408373675845587,0.760200537026655,-5.08463111715217,ENST00000466430.5,ENSG00000238009,lncRNA,vsmc_pooled_CAD_vs_nonCAD
-2.24166728663113,-4.54642204393753,-1.15885109837087,0.27983715754018,0.663610601249174,-4.85688582197576,ENST00000453576.2,ENSG00000238009,lncRNA,vsmc_pooled_CAD_vs_nonCAD
1.11322449943249,-3.30919848385154,0.691639868215846,0.508675796269262,0.825887306019937,-5.20726696761393,ENST00000495576.1,ENSG00000239945,lncRNA,vsmc_pooled_CAD_vs_nonCAD
2.2474219632086,0.799651847645777,1.44226464853218,0.187095051407781,0.593314895731168,-5.42570225534251,ENST00000494149.2,ENSG00000268903,processed_pseudogene,vsmc_pooled_CAD_vs_nonCAD
-0.234846644787805,0.416604762629358,-0.21374873195075,0.836073963505204,0.953852621791081,-6.16072607273275,ENST00000595919.1,ENSG00000269981,processed_pseudogene,vsmc_pooled_CAD_vs_nonCAD
0.842197271553923,-0.306537418714649,1.40475825588049,0.197598733248497,0.608748133928467,-5.13311348836399,ENST00000484859.1,ENSG00000241860,lncRNA,vsmc_pooled_CAD_vs_nonCAD
1.53219068213527,0.334074296028384,2.17953104413898,0.0608043541273919,0.401299242123999,-4.28398672877834,ENST00000466557.6,ENSG00000241860,lncRNA,vsmc_pooled_CAD_vs_nonCAD
2.23955825018678,-4.59466883483959,1.20923481298515,0.260991163182764,0.663610601249174,-4.80290996594787,ENST00000662089.1,ENSG00000241860,lncRNA,vsmc_pooled_CAD_vs_nonCAD
2.95168953602207,-0.596930147170961,2.45825092390093,0.0393376524552687,0.348598327084893,-3.6873579871164,ENST00000491962.1,ENSG00000241860,lncRNA,vsmc_pooled_CAD_vs_nonCAD
