ensembl_id,gene_name,WZ12_CADASIL_Control,WZ16_CADASIL_C224Y,WZ4_CADASIL_Control,WZ8_CADASIL_Control,XZ5_CADASIL_R153C,XZ6_CADASIL_R153C_isoCtrl,XZ7_CADASIL_C224Y_isoCtrl
ENSG00000000003.16,TSPAN6,6.4192,6.5984,6.7163,6.1292,6.3686,6.0323,6.2468
ENSG00000000419.14,DPM1,5.0951,4.6729,5.2763,5.1754,4.8832,4.9168,5.0942
ENSG00000000457.14,SCYL3,3.4462,4.1295,3.3497,3.1119,4.0111,3.2126,3.2784
ENSG00000000460.17,C1orf112,2.6152,4.2433,3.2234,3.5572,3.9249,2.4780,2.8246
ENSG00000000971.17,CFH,3.1114,3.5802,3.9564,1.8169,2.1172,1.8960,2.2347
ENSG00000001036.14,FUCA2,6.7817,6.1858,7.1160,6.7467,6.0007,6.7222,6.5625
ENSG00000001084.13,GCLC,5.2026,4.9527,4.5866,4.9426,5.0422,4.9963,5.0925
ENSG00000001167.15,NFYA,6.0808,6.4300,5.8355,5.9719,6.7073,5.8144,5.9514
ENSG00000001460.18,STPG1,2.8846,3.0472,2.9242,2.5129,2.7955,2.5741,2.7745
ENSG00000001461.17,NIPAL3,6.3706,4.9755,6.4790,5.8715,5.1973,6.2622,5.9191
ENSG00000001497.18,LAS1L,5.2777,5.4137,5.8467,5.5633,5.3084,5.1699,5.2911
ENSG00000001561.7,ENPP4,4.1874,1.5707,4.7438,3.5432,3.1119,4.1834,3.3428
ENSG00000001617.12,SEMA3F,4.5271,6.4106,6.2218,5.2358,7.3551,4.5550,6.8326
ENSG00000001629.10,ANKIB1,6.7574,6.6292,6.2460,6.6254,6.9334,6.8110,6.6409
ENSG00000001630.18,CYP51A1,2.8846,3.2966,3.1657,3.5664,3.3191,2.8078,3.5154
ENSG00000001631.17,KRIT1,2.6303,3.2032,3.3725,3.1056,2.8365,2.7565,2.8490
ENSG00000002016.18,RAD52,3.0397,3.5852,3.4498,3.1056,3.0317,1.8267,2.5743
ENSG00000002330.14,BAD,5.2547,5.0181,5.0646,5.0710,5.3480,5.0640,5.0993
ENSG00000002549.13,LAP3,5.5922,5.1640,5.9184,6.0738,5.7879,5.4897,5.4866
ENSG00000002587.10,HS3ST1,0.5051,0.9284,1.6395,0.3799,1.5540,0.7638,0.6453
ENSG00000002746.15,HECW1,2.9879,0.2693,1.7828,3.2723,2.9960,2.9962,1.9030
ENSG00000002834.19,LASP1,9.1212,8.9410,9.2437,9.3979,8.8286,9.0522,9.2212
ENSG00000002919.15,SNX11,4.9172,3.6620,4.6557,4.9141,4.0639,4.2563,4.4668
ENSG00000002933.9,TMEM176A,0.5692,1.9537,0.0575,0.0533,5.0953,0.2320,0.4031
ENSG00000003056.8,M6PR,7.0075,6.3305,7.3797,6.9729,6.2071,6.5920,6.7268
ENSG00000003096.15,KLHL13,1.0455,1.7749,1.6767,1.2816,1.2442,1.2605,1.5919
ENSG00000003137.9,CYP26B1,1.4717,2.3635,1.9132,1.6538,1.2843,1.2393,0.6820
ENSG00000003147.19,ICA1,2.6674,0.7982,2.7606,2.0837,1.7952,2.1998,1.7210
ENSG00000003249.15,DBNDD1,2.9702,2.5266,3.8505,4.5991,4.1774,2.4598,2.4090
ENSG00000003393.16,ALS2,6.4856,6.4619,6.4777,6.8057,6.7779,6.0393,7.1682
ENSG00000003402.21,CFLAR,6.7535,5.2752,7.0260,6.7548,5.5892,7.0674,6.2229
ENSG00000003436.16,TFPI,6.8994,6.4210,6.4737,5.5225,4.7677,6.3182,5.8289
ENSG00000003509.16,NDUFAF7,4.1900,3.9648,4.6393,4.0751,3.9376,3.5756,3.7056
ENSG00000003756.17,RBM5,6.7344,7.4004,7.1560,6.8805,7.0561,5.9751,6.2314
ENSG00000003989.18,SLC7A2,2.6820,5.7023,3.0142,2.8583,2.1283,2.7264,2.8650
ENSG00000004059.11,ARF5,6.2783,6.4327,6.1534,6.1561,6.5000,6.1095,6.4251
ENSG00000004139.14,SARM1,4.3740,4.8016,4.8736,4.0226,5.0640,4.8625,5.1591
ENSG00000004142.12,POLDIP2,6.6156,6.4368,6.6454,6.6548,6.5827,6.3395,6.5625
ENSG00000004399.13,PLXND1,9.6557,8.4969,9.7767,9.3466,7.9653,9.5184,9.8515
ENSG00000004455.18,AK2,6.1855,6.3000,6.3257,6.3656,6.2123,5.8541,5.8870
ENSG00000004478.8,FKBP4,6.3829,6.5549,6.9034,6.7807,6.3302,6.0239,6.2898
ENSG00000004487.18,KDM1A,7.2644,7.7635,7.2380,7.5997,7.8782,7.0648,7.3079
ENSG00000004534.15,RBM6,5.9929,6.6600,6.4151,6.3557,6.4930,5.4150,5.5868
ENSG00000004660.15,CAMKK1,3.6819,3.3956,3.6265,4.2279,3.8129,3.5882,3.5001
ENSG00000004700.16,RECQL,6.3717,6.4700,6.1892,6.5061,6.2969,6.3666,6.4190
ENSG00000004766.17,VPS50,4.9805,4.7431,4.7038,4.5582,4.8635,4.7054,4.4980
ENSG00000004776.13,HSPB6,3.5531,0.4962,1.4376,2.3835,0.9271,3.2180,1.4288
ENSG00000004777.19,ARHGAP33,3.0788,4.7629,3.8009,4.2366,5.7801,3.1230,3.3543
ENSG00000004779.10,NDUFAB1,5.6113,5.2239,5.2564,5.1618,5.3432,4.9852,5.1010
ENSG00000004864.14,SLC25A13,6.3214,5.5374,6.1359,6.1952,5.8410,6.1985,6.3452
ENSG00000004866.22,ST7,5.7985,5.7906,5.7166,6.2426,5.5751,5.2395,5.5475
ENSG00000004897.12,CDC27,6.6042,6.8786,6.6181,6.8379,6.7853,6.7121,6.7163
ENSG00000004948.16,CALCR,6.2277,2.5869,5.4899,4.3041,3.8534,6.3444,5.1913
ENSG00000004961.15,HCCS,4.9157,4.5619,4.9553,4.9408,4.4897,4.5529,4.6791
ENSG00000004975.12,DVL2,5.4726,6.4964,5.5450,5.7333,6.6514,4.8168,5.4012
ENSG00000005007.14,UPF1,6.4908,6.9183,6.9258,6.7812,7.2432,6.7054,7.0970
ENSG00000005020.13,SKAP2,3.7283,3.2845,3.5383,3.3275,3.3572,4.0889,3.8537
ENSG00000005022.6,SLC25A5,7.0154,7.2851,7.3339,7.3250,6.7518,6.4605,6.5339
ENSG00000005059.16,MCUB,3.2352,0.7284,3.6454,2.8880,2.1610,3.0700,4.2760
ENSG00000005075.16,POLR2J,4.3376,4.3946,4.3189,4.3260,4.8009,4.4461,4.6046
ENSG00000005100.13,DHX33,5.0269,5.0290,5.2868,5.2728,5.0022,5.0336,5.3307
ENSG00000005102.14,MEOX1,1.1748,1.7039,1.3013,2.9872,2.5707,0.6719,0.4884
ENSG00000005108.17,THSD7A,3.1486,6.7089,2.3645,2.3087,4.7118,2.5049,3.2784
ENSG00000005156.12,LIG3,5.1861,6.0132,5.0019,5.4951,6.0090,4.9772,5.2039
ENSG00000005175.10,RPAP3,5.2277,5.2127,4.8816,5.2601,5.4660,4.9530,5.2702
ENSG00000005187.12,ACSM3,5.4986,2.2310,4.2650,5.2854,1.2843,5.6636,5.2102
ENSG00000005189.20,REXO5,1.9879,2.7975,1.7998,2.2754,1.4164,1.0334,1.0896
ENSG00000005194.15,CIAPIN1,6.0096,5.6276,5.9154,6.0187,5.6547,5.4886,5.5892
ENSG00000005206.17,SPPL2B,5.3491,5.4206,5.7099,5.3020,5.9580,5.1187,5.3132
ENSG00000005238.20,ATOSB,7.0982,5.0877,6.7011,6.8933,6.4025,7.2261,7.3276
ENSG00000005243.10,COPZ2,4.8734,4.2620,3.3950,3.7633,4.4897,5.0474,4.3745
ENSG00000005249.14,PRKAR2B,3.6856,3.7171,3.3381,3.1552,4.1880,3.8722,4.1506
ENSG00000005302.19,MSL3,4.7732,4.9717,4.9591,5.1014,5.1232,4.6322,5.0263
ENSG00000005339.15,CREBBP,6.4986,7.7145,5.8262,6.4717,7.6432,6.6583,6.9018
ENSG00000005379.17,TSPOAP1,3.4674,4.0351,2.7167,2.4743,4.6933,2.4689,2.2470
ENSG00000005436.14,GCFC2,3.5845,3.5092,3.0988,3.3806,4.2168,3.1629,3.4584
ENSG00000005448.17,WDR54,2.6527,3.3786,3.3554,3.0865,3.1119,2.4414,2.8409
ENSG00000005469.12,CROT,3.5531,3.4882,3.9142,3.8675,3.7676,3.8126,3.3824
ENSG00000005471.19,ABCB4,2.0341,2.0851,2.8033,2.1827,3.6030,1.7238,2.3303
ENSG00000005483.23,KMT2E,6.2777,6.7297,5.6632,6.1937,7.0120,6.1930,6.4996
ENSG00000005486.17,RHBDD2,6.1545,5.7227,6.1293,5.9719,6.2709,6.0316,6.3812
ENSG00000005513.10,SOX8,0.5692,2.6258,1.6767,1.3038,3.4832,1.0818,1.6671
ENSG00000005700.15,IBTK,6.6981,6.3393,6.2834,6.8135,6.4457,6.6205,6.7801
ENSG00000005801.18,ZNF195,4.7106,4.6063,5.4568,5.0300,5.0067,4.7603,4.8298
ENSG00000005810.20,MYCBP2,5.9885,6.7513,5.5475,6.0279,6.3709,6.5127,6.4305
ENSG00000005812.11,FBXL3,5.7825,5.4151,5.5080,5.6546,5.7128,5.7334,5.9344
ENSG00000005882.12,PDK2,5.5630,5.9341,4.7612,4.9878,6.0157,4.9915,5.3593
ENSG00000005884.18,ITGA3,8.7669,5.4371,10.1094,8.7684,6.0275,9.6161,9.2204
ENSG00000005889.16,ZFX,4.6396,5.8139,5.5016,5.0166,5.7464,5.4886,5.7414
ENSG00000005893.17,LAMP2,8.2748,8.0359,8.3826,7.9134,7.9508,8.0030,8.0452
ENSG00000005961.19,ITGA2B,0.5375,1.8751,0.7233,0.5380,1.2644,0.3153,0.4464
ENSG00000006007.12,GDE1,7.2620,6.4586,7.1490,6.8431,6.9894,7.0857,6.8629
ENSG00000006015.18,REX1BD,4.3740,3.5852,4.6084,4.3069,4.6364,4.1469,4.2819
ENSG00000006016.12,CRLF1,5.1473,0.4962,4.1930,4.8344,3.7282,5.7372,6.5445
ENSG00000006025.13,OSBPL7,4.5027,4.1530,4.8575,4.4849,4.4307,3.9361,4.3633
ENSG00000006042.12,TMEM98,6.8421,6.9222,7.6126,6.5687,7.1411,6.4298,6.4400
ENSG00000006047.13,YBX2,0.2552,1.0478,0.2175,0.1544,1.4696,0.0495,0.1646
ENSG00000006062.18,MAP3K14,3.3582,4.2213,3.9220,4.1227,3.3240,3.2970,3.7837
ENSG00000006118.15,TMEM132A,8.0638,8.0812,8.8226,7.8489,8.7281,7.6970,7.9098
ENSG00000006125.18,AP2B1,8.6007,8.4986,8.8289,8.8729,8.2943,8.7291,8.5868
ENSG00000006194.11,ZNF263,4.0197,4.0387,3.7924,4.0491,4.2475,3.8584,3.8697
ENSG00000006210.7,CX3CL1,5.8027,4.6039,6.4295,5.8863,5.5372,5.6970,4.7149
ENSG00000006282.22,SPATA20,5.3929,5.5937,5.5157,4.9964,5.1342,4.4803,4.3491
ENSG00000006283.18,CACNA1G,0.0458,4.1794,0.1129,0.4211,5.9393,0.2320,0.0570
ENSG00000006327.14,TNFRSF12A,7.4760,5.0417,8.5380,7.4223,5.8791,7.7180,7.9118
ENSG00000006377.11,DLX6,2.4029,0.0000,0.6125,0.0000,0.0474,1.6130,0.1118
ENSG00000006432.16,MAP3K9,5.7221,3.8002,4.6011,5.1296,4.6441,5.6970,5.6048
ENSG00000006451.8,RALA,5.9325,5.6407,5.5773,5.9899,5.9155,6.1102,5.9056
ENSG00000006453.14,BAIAP2L1,5.0979,4.3165,4.8895,5.1724,3.4960,5.2355,4.3174
ENSG00000006459.11,KDM7A,3.2645,3.6527,2.3983,3.4716,4.1009,3.0025,3.1663
ENSG00000006468.15,ETV1,4.5922,2.9200,3.5484,3.4268,4.8198,4.9068,4.8092
ENSG00000006530.18,AGK,4.6963,4.8537,4.9439,4.8229,4.6971,4.4960,4.6631
ENSG00000006534.17,ALDH3B1,2.4463,2.5059,2.3299,2.5129,1.0716,2.2745,2.2592
ENSG00000006576.17,PHTF2,6.2891,6.2052,6.1334,6.0584,6.6110,6.2921,6.4278
ENSG00000006607.14,FARP2,5.8068,5.8410,5.7133,6.3537,5.7320,5.9549,5.9728
ENSG00000006625.18,GGCT,3.4505,3.9146,3.7967,4.0848,3.8634,3.3324,3.6650
ENSG00000006634.8,DBF4,3.6152,4.8476,4.1206,4.5373,4.8164,2.9707,3.7837
ENSG00000006638.13,TBXA2R,1.2353,1.5096,2.1695,1.8014,1.7529,1.3019,1.2931
ENSG00000006652.15,IFRD1,3.6265,2.8060,4.0656,3.8859,3.3713,3.6536,3.8253
ENSG00000006695.12,COX10,3.5412,3.5092,3.7882,3.6894,3.8434,3.6294,3.8171
ENSG00000006704.11,GTF2IRD1,4.4398,5.3714,4.6857,4.5255,5.6595,3.9751,4.6306
ENSG00000006712.15,PAF1,6.3666,6.2188,6.5608,6.4717,6.1675,5.9129,6.1180
ENSG00000006715.16,VPS41,7.0336,6.5327,6.4777,6.4231,6.8507,6.6855,6.4319
ENSG00000006740.18,ARHGAP44,2.5292,1.5303,2.0612,1.7047,2.9088,2.3456,2.6317
ENSG00000006744.19,ELAC2,6.5195,6.1446,7.0152,6.7807,6.2220,6.2895,6.4224
ENSG00000006756.16,ARSD,4.7160,5.3174,5.1580,3.9888,5.2652,5.7277,5.0650
ENSG00000006757.12,PNPLA4,3.8002,3.9686,3.5231,3.1056,3.8501,3.8268,3.6089
ENSG00000006831.10,ADIPOR2,6.6331,6.5244,6.6904,6.6979,6.4363,6.3333,6.3141
ENSG00000007047.16,MARK4,5.7834,6.2665,5.6632,5.8011,6.7124,5.8532,6.4088
ENSG00000007062.12,PROM1,5.6609,3.3786,6.1558,7.1406,4.3783,5.6038,4.6700
ENSG00000007080.11,CCDC124,5.7440,5.3983,6.0650,5.8021,6.0676,5.7809,6.1130
ENSG00000007129.18,CEACAM21,0.5051,0.2193,0.3151,0.8100,0.8220,1.4567,1.4922
ENSG00000007168.14,PAFAH1B1,7.9260,7.7892,7.6254,7.9253,7.9253,7.8331,7.9293
ENSG00000007202.16,BLTP2,8.2229,8.2204,8.4331,8.1379,8.0036,8.0915,7.9884
ENSG00000007237.19,GAS7,4.8607,4.1363,4.2341,4.1566,6.0030,4.3407,4.7988
ENSG00000007255.10,TRAPPC6A,3.1275,3.1034,2.3415,2.4144,3.3852,2.1666,2.4521
ENSG00000007341.19,ST7L,3.2450,3.6620,3.9374,3.5755,3.5750,3.4007,3.4045
ENSG00000007372.25,PAX6,5.9559,1.4458,6.2421,5.9701,3.8534,3.9162,7.3207
ENSG00000007376.8,RPUSD1,4.8798,4.3371,5.2049,4.9792,4.9795,4.7131,5.3147
ENSG00000007384.15,RHBDF1,6.2308,5.8554,6.6870,5.8224,5.2925,5.9146,5.7673
ENSG00000007392.17,LUC7L,5.4322,5.9948,6.2864,5.6781,5.7932,4.7208,4.9680
ENSG00000007402.12,CACNA2D2,1.5212,4.3918,0.8589,1.8323,3.6421,1.6615,1.8873
ENSG00000007516.15,BAIAP3,1.1953,0.5778,1.3482,1.1653,1.7952,1.1514,0.9760
ENSG00000007520.4,TSR3,5.4579,5.1755,5.6770,5.3719,5.8485,5.5893,5.7533
ENSG00000007541.17,PIGQ,5.3807,5.6384,5.7310,5.4197,6.1135,4.6860,5.4525
ENSG00000007545.16,CRAMP1,4.0226,4.5868,4.0796,4.1596,4.7748,3.7009,4.0206
ENSG00000007866.22,TEAD3,7.0718,6.7314,7.1015,7.3011,7.0879,6.8767,7.0350
ENSG00000007923.17,DNAJC11,6.1433,6.1090,6.4006,6.3255,6.2734,6.1681,6.2651
ENSG00000007944.15,MYLIP,4.5129,6.1980,3.8051,4.2651,5.9909,4.1638,4.3576
ENSG00000007968.7,E2F2,1.1953,3.3026,1.1771,1.3038,3.1063,0.2320,0.7178
ENSG00000008018.9,PSMB1,7.0863,6.6262,7.0700,7.2060,6.7169,6.4610,6.5458
ENSG00000008056.14,SYN1,2.0112,1.5096,1.4376,1.4502,2.8632,2.1777,3.2297
ENSG00000008083.14,JARID2,4.7578,5.2965,4.6204,4.9337,5.8402,4.9756,5.5599
ENSG00000008086.13,CDKL5,4.1746,3.9948,4.2952,4.4405,4.1827,4.5910,4.4536
ENSG00000008128.23,CDK11A,1.5846,0.9284,3.0988,1.9910,1.9652,0.9577,2.3070
ENSG00000008130.15,NADK,6.2443,5.8605,6.2092,6.1253,6.2451,6.0153,6.2560
ENSG00000008196.13,TFAP2B,2.1007,4.9041,1.0411,3.1368,6.9015,2.7264,2.0078
ENSG00000008256.17,CYTH3,5.2014,5.8544,5.0838,5.7384,7.3139,5.0413,5.4284
ENSG00000008277.15,ADAM22,5.3179,6.3711,2.7167,3.3057,6.6590,3.5327,4.4295
ENSG00000008282.10,SYPL1,6.0375,5.8646,6.7908,5.8519,5.3796,5.8619,5.7479
ENSG00000008283.16,CYB561,3.2597,3.1641,3.6733,3.5936,3.7747,4.1094,3.7056
ENSG00000008294.22,SPAG9,7.3516,7.6132,7.0800,7.2792,7.6345,7.0573,7.1771
ENSG00000008300.17,CELSR3,4.8575,4.5315,4.4616,4.5582,4.4616,4.8521,4.6117
ENSG00000008311.16,AASS,4.6189,6.1387,5.2049,5.0515,5.3551,4.4735,4.2819
ENSG00000008323.16,PLEKHG6,0.8529,1.2102,1.2281,0.3376,0.5201,0.5046,0.2648
ENSG00000008324.12,SS18L2,3.3807,2.8560,3.4711,3.3858,3.1450,3.1114,3.2359
ENSG00000008382.16,MPND,3.8559,4.2712,3.5383,3.2496,3.9840,3.1516,3.0865
ENSG00000008394.13,MGST1,6.0523,4.7320,6.6079,6.0179,3.8864,5.0336,5.8732
ENSG00000008405.12,CRY1,4.3984,4.8331,4.6251,4.9514,5.0797,4.5614,4.6836
ENSG00000008441.19,NFIX,0.6306,3.8045,1.0970,0.5001,3.5830,2.2430,1.8715
ENSG00000008513.17,ST3GAL1,4.8543,4.9450,5.4622,5.3640,5.3853,5.6577,5.7162
ENSG00000008516.18,MMP25,0.8269,2.5671,0.6873,2.6490,2.5707,0.9049,1.2691
ENSG00000008517.19,IL32,4.7440,2.0136,7.1841,5.0903,0.9271,4.7093,5.2398
ENSG00000008710.20,PKD1,7.3666,7.3552,7.6604,7.3138,7.2901,7.2515,7.3683
ENSG00000008735.14,MAPK8IP2,3.0510,3.1034,2.7864,2.5780,3.4216,4.1610,3.7409
ENSG00000008838.21,MED24,6.3559,6.6809,6.6312,6.5561,6.6864,6.0963,6.4932
ENSG00000008853.18,RHOBTB2,4.7423,5.7170,4.5114,5.0498,5.6490,4.6722,4.7391
ENSG00000008869.12,HEATR5B,5.0168,5.2798,5.2332,5.2629,5.2839,4.9514,5.1279
ENSG00000008952.17,SEC62,7.2544,7.3014,7.6075,7.0683,7.2169,7.3224,6.9669
ENSG00000009307.17,CSDE1,9.2085,9.1464,9.0378,9.2655,9.3026,9.0831,9.1338
ENSG00000009335.19,UBE3C,7.1218,6.6717,7.0435,7.1290,6.8182,7.0686,7.1707
ENSG00000009413.17,REV3L,5.1784,5.4628,4.6604,5.1618,5.9051,5.4739,5.2490
ENSG00000009694.14,TENM1,2.1329,2.7804,1.2529,1.0388,3.1932,1.4195,1.7898
ENSG00000009780.16,FAM76A,2.8908,2.9662,2.7864,2.8508,3.3143,2.2430,2.3870
ENSG00000009830.13,POMT2,6.3536,6.0242,6.3964,6.5607,6.4240,6.1080,6.5711
ENSG00000009844.16,VTA1,6.2089,5.8666,6.1225,6.0486,6.1815,6.1117,6.1346
ENSG00000009954.11,BAZ1B,7.1248,7.6303,6.9407,7.4807,7.4871,7.0451,7.0991
ENSG00000010017.13,RANBP9,6.1301,6.0360,5.8899,6.0370,6.3480,5.9862,6.0521
ENSG00000010072.16,SPRTN,4.2765,3.9686,4.2404,4.3948,4.7008,4.2824,4.3717
ENSG00000010165.20,METTL13,4.9980,4.9584,5.3342,5.2643,5.1465,4.7824,4.9643
ENSG00000010219.14,DYRK4,4.4355,4.3254,4.1606,4.2395,4.5811,3.8961,3.7921
ENSG00000010244.19,ZNF207,7.0869,7.3508,7.2638,7.3158,7.4023,6.9812,7.3488
ENSG00000010256.11,UQCRC1,7.5055,7.0153,7.6390,7.7597,7.0305,7.0186,7.0644
ENSG00000010270.14,STARD3NL,6.4111,5.5104,6.4335,6.2808,5.7853,6.1722,6.3075
ENSG00000010278.15,CD9,3.3399,1.3091,4.4775,3.2439,2.6724,2.9578,1.3850
ENSG00000010292.13,NCAPD2,5.5109,7.5695,6.3080,6.6591,6.8619,5.4751,5.8623
ENSG00000010295.20,IFFO1,5.0211,5.1102,5.3225,5.4285,5.3241,4.3944,4.7347
ENSG00000010310.9,GIPR,2.9033,2.3635,3.0069,2.2182,2.7024,2.0977,2.4521
ENSG00000010318.22,PHF7,1.9879,2.0569,1.6949,1.7377,2.3987,1.6455,1.7729
ENSG00000010319.7,SEMA3G,1.9034,1.3791,0.9829,1.0907,0.8490,1.1514,0.8845
ENSG00000010322.16,NISCH,7.8397,7.9463,7.7730,7.5729,7.7433,7.2695,7.5080
ENSG00000010361.14,FUZ,3.3027,3.7081,2.9165,3.0672,3.5340,2.2216,2.5840
ENSG00000010404.18,IDS,5.3039,3.8297,4.1407,4.7481,5.1788,5.4986,5.7447
ENSG00000010539.12,ZNF200,3.6227,3.7126,3.7407,3.6160,3.6802,3.3669,3.4263
ENSG00000010610.10,CD4,1.1330,4.6471,1.0123,2.1340,2.9216,1.4006,1.3397
ENSG00000010626.15,LRRC23,2.4204,2.4635,2.0612,2.0837,2.6028,1.9491,2.0365
ENSG00000010704.19,HFE,3.9642,3.8626,3.5929,3.0607,3.2192,3.0397,1.8394
ENSG00000010803.17,SCMH1,5.5989,5.6396,4.5062,4.7880,5.2155,4.7303,4.6236
ENSG00000010810.18,FYN,6.4111,6.7055,6.1434,5.8899,6.1142,6.2183,6.1714
ENSG00000010818.11,HIVEP2,4.7630,5.6490,4.8494,4.5279,6.0697,5.4337,5.1411
ENSG00000010932.17,FMO1,0.0902,4.7163,0.0000,0.1048,1.5375,0.0000,0.0000
ENSG00000011007.13,ELOA,6.1261,5.8359,6.1090,6.3106,5.9726,6.2324,6.3272
ENSG00000011009.11,LYPLA2,6.3393,5.5285,6.7802,6.2526,6.0532,6.3635,6.7859
ENSG00000011021.23,CLCN6,4.7817,5.3941,5.6433,5.6274,5.6267,4.2668,5.1672
ENSG00000011028.14,MRC2,10.7017,10.5318,9.9294,9.9957,10.8864,10.5613,10.5051
ENSG00000011105.14,TSPAN9,6.7842,6.9641,6.8832,6.8530,6.8747,6.4781,7.0252
ENSG00000011114.15,BTBD7,5.9079,6.0681,5.4393,6.0162,6.2715,6.2524,6.1657
ENSG00000011132.12,APBA3,4.0140,3.6667,4.5914,3.9258,4.1854,3.7909,4.1669
ENSG00000011143.19,MKS1,3.6152,4.0673,3.7839,3.8969,4.1827,3.1114,3.3990
ENSG00000011198.10,ABHD5,4.3672,3.3672,4.3101,4.1443,3.9687,4.3944,4.0837
ENSG00000011201.12,ANOS1,4.6359,2.7006,4.1898,4.4153,6.3633,6.6433,6.1914
ENSG00000011243.19,AKAP8L,6.4747,6.3437,6.6709,6.5363,6.9966,5.8392,6.3651
ENSG00000011258.16,MBTD1,4.7071,5.6276,4.2527,4.8959,5.7897,4.3653,4.9399
ENSG00000011260.14,UTP18,4.7578,4.6495,4.8289,4.8533,4.8783,4.7696,4.6836
ENSG00000011275.19,RNF216,6.4991,6.6093,6.5031,6.5653,6.6528,6.6322,6.7577
ENSG00000011295.16,TTC19,5.0663,5.0272,5.7155,5.0887,5.3703,4.8950,4.9717
ENSG00000011304.22,PTBP1,7.9378,8.2713,8.1335,8.3481,8.6702,8.1346,8.4510
ENSG00000011332.22,DPF1,2.1849,2.1796,2.5662,2.3835,3.4216,2.1094,2.5043
ENSG00000011347.10,SYT7,0.9035,3.8545,0.4065,1.4894,2.4787,1.1739,1.7729
ENSG00000011376.12,LARS2,5.1380,5.3771,5.4393,5.1234,5.1828,4.6281,4.9437
ENSG00000011405.14,PIK3C2A,6.8534,6.7475,6.4908,6.9097,6.9459,6.7824,6.9463
ENSG00000011422.12,PLAUR,5.0326,4.0918,7.0559,6.1377,4.2627,6.1124,5.8613
ENSG00000011426.11,ANLN,5.2486,7.6461,6.9554,6.9603,6.0517,4.7150,5.2102
ENSG00000011451.21,WIZ,6.6851,6.6647,6.4882,6.6532,7.4430,6.8119,7.1376
ENSG00000011454.18,RABGAP1,6.4647,6.6250,6.2012,6.4557,6.7678,6.0889,6.3951
ENSG00000011465.18,DCN,3.4247,8.9027,0.4924,2.6140,7.1118,4.8416,3.8737
ENSG00000011478.13,QPCTL,4.6963,3.9457,5.0716,4.6058,3.6109,4.6322,4.3434
ENSG00000011485.15,PPP5C,6.2431,6.2283,6.5115,6.5340,6.2938,6.0537,6.3798
ENSG00000011523.15,CEP68,4.0593,5.2521,4.3335,4.0589,5.0939,3.7763,4.0664
ENSG00000011566.15,MAP4K3,6.2064,5.9514,5.4859,5.9632,6.2752,6.2142,6.3480
ENSG00000011638.11,LDAF1,3.7177,3.9534,4.3248,3.6724,3.5088,3.6213,3.7278
ENSG00000011677.13,GABRA3,1.7869,0.3177,1.4376,1.2362,1.5703,2.5485,1.9184
ENSG00000012048.25,BRCA1,2.8333,4.8721,3.7006,4.0719,4.2776,2.4038,3.0518
ENSG00000012061.17,ERCC1,5.9529,5.9194,5.6839,5.8310,6.0805,5.3274,5.7240
ENSG00000012171.20,SEMA3B,3.6037,5.0877,3.0571,2.7575,3.6266,2.7111,2.9652
ENSG00000012174.12,MBTPS2,5.4236,5.3983,5.5106,5.3837,5.4747,5.2554,5.3956
ENSG00000012211.13,PRICKLE3,2.8333,2.6354,3.2422,3.2723,2.5626,2.8221,3.1136
ENSG00000012232.10,EXTL3,7.1548,8.0623,7.6802,7.2879,7.4630,7.1755,7.2873
ENSG00000012660.14,ELOVL5,6.3857,7.0389,7.1626,6.8782,6.7041,6.5297,6.3009
ENSG00000012779.12,ALOX5,2.4800,0.3644,1.1771,1.7047,0.1808,1.9360,0.6453
ENSG00000012817.16,KDM5D,6.0677,0.0000,0.0575,6.1712,0.0474,0.0000,0.0000
ENSG00000012822.16,CALCOCO1,6.6535,6.7850,6.3782,6.1346,6.9588,6.1645,6.3090
ENSG00000012963.15,UBR7,4.8703,5.4234,4.9760,5.0596,5.4217,4.3848,4.5634
ENSG00000012983.12,MAP4K5,6.6999,6.9716,6.7034,6.7181,7.1322,6.8398,6.7114
ENSG00000013016.16,EHD3,5.5580,5.0666,5.1196,5.4436,5.6441,6.0530,6.0556
ENSG00000013275.8,PSMC4,6.3862,5.8636,6.7977,6.6895,6.2464,6.2149,6.5111
ENSG00000013288.9,MAN2B2,7.2385,6.5910,7.4961,6.1377,6.5660,7.1942,6.7174
ENSG00000013297.12,CLDN11,0.6306,0.6922,0.6873,0.2939,0.7665,1.6293,1.1167
ENSG00000013306.16,SLC25A39,6.6156,6.5308,6.5546,6.4482,6.7928,6.4134,6.3665
ENSG00000013364.19,MVP,6.8307,6.0314,7.6209,7.0180,5.1933,6.9494,6.2001
ENSG00000013374.17,NUB1,5.6237,5.8296,5.6232,5.8377,5.9665,5.3743,5.5325
ENSG00000013375.17,PGM3,7.4173,6.8886,7.0515,7.3209,6.5568,7.3885,7.1063
ENSG00000013392.8,RWDD2A,4.2474,3.4829,4.0515,3.6978,3.8961,3.5798,3.9012
ENSG00000013441.17,CLK1,5.4225,5.6120,5.5822,5.4448,5.0231,4.6199,4.8641
ENSG00000013503.10,POLR3B,3.9462,4.0351,3.9025,4.1566,4.0111,4.1722,3.9658
ENSG00000013523.11,ANGEL1,5.0579,5.1918,4.8935,4.6882,5.5089,4.4690,4.6022
ENSG00000013561.18,RNF14,6.2807,4.8455,6.1005,6.2253,5.3968,6.2589,6.1706
