ensembl_id,gene_name,WZ12_CADASIL_Control,WZ16_CADASIL_C224Y,WZ4_CADASIL_Control,WZ8_CADASIL_Control,XZ5_CADASIL_R153C,XZ6_CADASIL_R153C_isoCtrl,XZ7_CADASIL_C224Y_isoCtrl
ENSG00000105669.14,COPE,3505,2005,2463,2387,3081,2753,3012
ENSG00000105671.12,DDX49,1449,862,1252,1336,1222,1101,1134
ENSG00000105676.14,ARMC6,1473,822,1416,1417,986,1100,1154
ENSG00000105677.12,TMEM147,1574,945,1868,1073,1609,1163,1227
ENSG00000105696.9,TMEM59L,327,26,216,130,243,470,465
ENSG00000105698.16,USF2,2113,1643,1465,1666,3344,1900,2175
ENSG00000105699.17,LSR,142,5,509,57,40,59,125
ENSG00000105700.11,KXD1,2013,1292,1693,1655,1904,1545,1596
ENSG00000105701.16,FKBP8,7229,5497,4453,4976,7234,5263,5351
ENSG00000105705.16,SUGP1,1028,838,952,834,1279,676,903
ENSG00000105707.15,HPN,133,6,20,2,3,31,6
ENSG00000105708.9,ZNF14,97,127,77,100,191,114,108
ENSG00000105711.14,SCN1B,475,127,296,146,119,330,171
ENSG00000105717.14,PBX4,29,38,24,35,43,20,30
ENSG00000105722.10,ERF,2450,1976,1945,2287,4387,2502,3326
ENSG00000105723.13,GSK3A,1426,978,1302,1273,2132,1418,1684
ENSG00000105726.17,ATP13A1,2186,1555,2594,1983,2170,2009,1946
ENSG00000105732.13,ZNF574,573,613,575,554,693,477,610
ENSG00000105737.10,GRIK5,902,268,660,189,655,172,179
ENSG00000105738.11,SIPA1L3,1484,644,1063,962,1063,1515,1321
ENSG00000105750.15,ZNF85,188,223,115,299,367,119,166
ENSG00000105755.8,ETHE1,497,247,857,544,220,543,665
ENSG00000105767.3,CADM4,4473,2408,6808,2857,3969,2828,2759
ENSG00000105771.14,SMG9,1045,920,1119,1056,1315,922,1021
ENSG00000105778.20,AVL9,1406,847,1131,1275,1086,1118,1114
ENSG00000105792.19,CFAP69,24,26,16,15,33,14,6
ENSG00000105793.16,GTPBP10,335,273,227,308,364,209,181
ENSG00000105808.19,RASA4,6,35,20,27,32,14,21
ENSG00000105810.10,CDK6,5641,2711,5369,6816,6273,9059,7695
ENSG00000105819.15,PMPCB,1697,1264,1185,1407,1561,1117,885
ENSG00000105821.15,DNAJC2,838,502,887,862,836,754,641
ENSG00000105825.14,TFPI2,2358,57,1118,1292,895,1447,2295
ENSG00000105829.13,BET1,986,460,602,694,929,816,675
ENSG00000105835.13,NAMPT,953,870,855,979,916,809,800
ENSG00000105849.6,POLR1F,654,707,966,689,650,601,738
ENSG00000105854.13,PON2,14606,2238,16574,9870,5541,18566,7002
ENSG00000105855.10,ITGB8,491,361,884,429,310,412,834
ENSG00000105856.14,HBP1,2786,2023,1369,1800,2755,1907,1825
ENSG00000105865.11,DUS4L,56,75,82,68,103,60,67
ENSG00000105866.15,SP4,231,224,135,185,396,186,203
ENSG00000105875.15,WDR91,463,479,388,533,925,312,285
ENSG00000105877.19,DNAH11,11,42,4,4,38,20,11
ENSG00000105879.13,CBLL1,685,643,665,774,983,667,716
ENSG00000105880.7,DLX5,291,1,19,4,186,111,15
ENSG00000105887.11,MTPN,6732,3783,4550,5523,5900,5938,5567
ENSG00000105894.13,PTN,166,1445,322,429,1032,192,89
ENSG00000105926.16,PALS2,727,787,444,559,1143,569,560
ENSG00000105928.16,GSDME,625,433,872,498,296,612,338
ENSG00000105939.14,ZC3HAV1,775,942,1229,1711,666,598,304
ENSG00000105948.13,TTC26,261,336,198,213,373,181,139
ENSG00000105953.16,OGDH,4894,3896,4453,4461,3527,4098,3764
ENSG00000105963.15,ADAP1,46,22,20,43,41,31,21
ENSG00000105967.16,TFEC,85,7,39,310,9,40,25
ENSG00000105968.19,H2AZ2,3895,5232,2855,3811,5749,3265,3176
ENSG00000105971.15,CAV2,5792,766,4250,4508,869,6201,3366
ENSG00000105974.13,CAV1,9278,4428,12923,13761,1463,8304,6006
ENSG00000105976.16,MET,2716,833,3563,2651,1140,1964,1210
ENSG00000105983.23,LMBR1,1237,1081,1250,1096,1371,1246,1035
ENSG00000105989.10,WNT2,50,0,215,88,8,170,34
ENSG00000105993.15,DNAJB6,4614,2381,4603,4178,3895,3976,3355
ENSG00000106003.14,LFNG,2513,392,3700,3011,1377,1985,1659
ENSG00000106009.16,BRAT1,1262,1379,1110,1107,1751,782,996
ENSG00000106012.19,IQCE,917,1234,512,650,2224,883,726
ENSG00000106025.9,TSPAN12,639,568,657,721,507,519,939
ENSG00000106028.11,SSBP1,2033,1158,1826,1846,1649,1385,1317
ENSG00000106034.18,CPED1,9,2522,129,268,510,95,20
ENSG00000106049.9,HIBADH,900,935,556,557,779,554,392
ENSG00000106052.14,TAX1BP1,4676,2860,2745,3790,4638,3918,3740
ENSG00000106066.15,CPVL,710,729,592,493,1325,627,624
ENSG00000106069.26,CHN2,325,70,25,152,488,232,198
ENSG00000106070.20,GRB10,3169,2235,3620,2432,2367,3221,3326
ENSG00000106077.19,ABHD11,274,204,249,263,221,150,148
ENSG00000106078.19,COBL,54,4,60,17,19,54,79
ENSG00000106080.11,FKBP14,4488,2638,3199,3455,3415,4835,3316
ENSG00000106086.21,PLEKHA8,1281,1736,946,1571,2588,1352,1409
ENSG00000106089.12,STX1A,208,124,257,225,284,308,259
ENSG00000106100.11,NOD1,179,343,167,245,384,187,259
ENSG00000106105.15,GARS1,7818,2464,6229,9731,4559,8240,6750
ENSG00000106123.12,EPHB6,158,211,87,104,468,252,180
ENSG00000106144.20,CASP2,1247,1352,956,1287,1802,982,1067
ENSG00000106153.13,CHCHD2,2348,2827,3472,1980,3274,1747,3276
ENSG00000106211.10,HSPB1,9270,3165,5648,7389,7980,8898,10066
ENSG00000106236.4,NPTX2,26,88,50,56,143,163,184
ENSG00000106244.13,PDAP1,3203,2343,2787,3140,3517,2426,2414
ENSG00000106245.11,BUD31,1542,716,1277,1425,1517,1515,1311
ENSG00000106246.18,PTCD1,131,112,134,132,202,101,139
ENSG00000106261.17,ZKSCAN1,2980,3920,1999,2514,4869,2754,2493
ENSG00000106263.19,EIF3B,5277,3406,5411,6032,4619,5388,4546
ENSG00000106266.11,SNX8,1199,1040,870,945,908,740,883
ENSG00000106268.16,NUDT1,177,253,177,248,319,132,141
ENSG00000106278.12,PTPRZ1,23,93,39,126,67,26,31
ENSG00000106290.16,TAF6,1710,1689,1525,1666,2105,1225,1386
ENSG00000106299.8,WASL,1794,1547,1210,1456,1878,1627,1764
ENSG00000106305.10,AIMP2,636,366,622,656,526,522,606
ENSG00000106330.12,MOSPD3,457,416,294,397,776,441,519
ENSG00000106333.13,PCOLCE,361,19196,394,844,6012,1322,1087
ENSG00000106344.8,RBM28,1019,997,846,1147,1248,804,854
ENSG00000106346.12,USP42,652,641,474,584,1312,578,645
