ensembl_id,gene_name,WZ12_CADASIL_Control,WZ16_CADASIL_C224Y,WZ4_CADASIL_Control,WZ8_CADASIL_Control,XZ5_CADASIL_R153C,XZ6_CADASIL_R153C_isoCtrl,XZ7_CADASIL_C224Y_isoCtrl
ENSG00000272540.1,ENSG00000272540,0.8062,0.2874,1.5866,1.3558,0.1669,0.1047,0.0403
ENSG00000272599.2,ENSG00000272599,0.9674,0.4926,2.1155,1.7701,0.5342,0.6281,1.2087
ENSG00000272602.6,ZNF595,3.3214,5.2135,4.1090,4.0674,5.7089,3.8384,3.5859
ENSG00000272604.1,EFCAB10-AS1,1.7413,1.2315,2.5224,1.9207,1.9030,2.1635,2.4175
ENSG00000272631.1,ENSG00000272631,1.7413,1.7242,1.5866,1.4688,4.0397,1.0468,1.3699
ENSG00000272636.5,DOC2B,1.8058,0.4516,0.8950,0.9792,16.5926,1.7796,0.3626
ENSG00000272667.1,ENSG00000272667,2.4830,2.4220,2.0342,1.9960,6.1429,2.3380,4.6738
ENSG00000272668.2,ENSG00000272668,0.7417,1.4779,0.2441,0.6779,2.8044,2.4775,0.6849
ENSG00000272669.1,ENSG00000272669,0.8706,0.7389,1.6273,1.3934,0.5676,0.4187,0.6044
ENSG00000272674.4,PCDHB16,4.2565,5.9935,2.3189,5.4231,7.8456,7.1535,3.8276
ENSG00000272686.1,WASL-DT,2.1283,1.5600,1.2612,1.3558,1.9697,1.4307,1.9340
ENSG00000272690.6,LINC02018,0.7094,0.6158,1.0578,1.3934,0.4340,0.8026,0.5641
ENSG00000272695.2,GAS6-DT,6.0623,0.2053,5.1261,2.5233,0.5008,5.0947,3.8679
ENSG00000272711.1,HK2-DT,1.0319,2.1757,1.5460,1.5817,1.6693,1.3609,2.0951
ENSG00000272720.1,ENSG00000272720,1.2899,0.7800,1.1391,0.8285,1.7360,0.5583,0.7252
ENSG00000272734.1,ADIRF-AS1,1.8380,1.6831,0.5289,1.3181,3.0047,1.2562,1.0073
ENSG00000272750.1,ENSG00000272750,0.9674,0.8621,1.5866,1.5441,0.6009,0.6979,0.6044
ENSG00000272767.1,JMJD1C-AS1,2.8377,1.9294,1.4646,0.7909,2.4038,2.1286,2.8607
ENSG00000272768.1,ENSG00000272768,0.3225,0.2463,0.7730,0.2260,1.1351,0.9771,1.0073
ENSG00000272789.1,ENSG00000272789,1.6123,0.1232,0.7730,1.6571,0.9348,0.7677,0.9267
ENSG00000272831.2,ENSG00000272831,3.7083,3.0378,2.9699,2.8622,4.3735,1.8843,3.2636
ENSG00000272841.1,MAP3K4-AS1,4.2243,4.4336,2.3189,3.1258,8.6802,5.9670,5.5602
ENSG00000272870.4,SAP30-DT,1.3543,1.6421,0.6916,0.9039,1.2353,0.2443,0.9670
ENSG00000272886.6,DCP1A,29.9568,35.7147,22.9859,30.9571,35.9229,26.7296,30.7823
ENSG00000272888.8,CHASERR,25.2166,26.2729,23.1894,24.7431,31.2489,26.8691,29.3721
ENSG00000272899.4,ATP6V1FNB,1.2576,1.3957,0.9764,0.7909,2.2034,1.4656,1.8534
ENSG00000272944.1,ENSG00000272944,1.4188,2.6273,0.9764,0.8662,2.0365,1.5354,1.2893
ENSG00000272970.5,ENSG00000272970,0.7417,1.8884,0.1220,0.7532,2.0699,0.5583,0.3223
ENSG00000272977.1,ENSG00000272977,1.4511,1.9705,1.6680,3.3518,1.2353,0.9422,0.8864
ENSG00000272994.2,C2orf49-DT,1.4511,2.5041,1.6680,3.2765,3.0715,0.6979,2.2160
ENSG00000273001.1,PFKP-DT,2.1927,0.1232,1.3019,1.1298,0.3005,0.8375,1.1281
ENSG00000273004.1,ENSG00000273004,1.7091,0.7389,0.3255,0.9792,1.7027,1.9192,1.6116
ENSG00000273014.1,ENSG00000273014,1.0641,1.0673,0.8543,1.2428,1.4690,1.0468,0.9267
ENSG00000273015.3,LINC00938,8.4485,7.3482,4.8413,6.8542,11.3511,5.5832,7.7762
ENSG00000273032.3,DGCR5,1.1286,3.6536,1.7087,1.2805,5.7423,3.1754,2.8204
ENSG00000273033.2,LINC02035,5.4819,6.5682,8.7875,4.3310,6.4100,6.7696,4.8349
ENSG00000273080.2,ENSG00000273080,1.5478,1.1494,0.3661,0.9039,0.9014,0.7677,1.0073
ENSG00000273084.2,LINC03073,1.1286,1.6831,0.8543,1.2051,2.1033,1.8843,1.9743
ENSG00000273117.1,INSIG1-DT,1.9025,1.7242,2.4817,1.3558,3.5055,0.6979,2.9815
ENSG00000273136.8,NBPF26,7.9971,13.2186,7.4043,9.7918,12.3193,9.2472,11.9664
ENSG00000273142.1,LINC02604,2.7087,2.5041,2.9292,2.9375,2.2702,2.5473,1.8534
ENSG00000273148.2,LCDR,0.8062,1.2315,0.7323,0.9792,1.1685,0.2792,0.5641
ENSG00000273149.1,ENSG00000273149,11.0927,10.5092,11.9608,9.6788,1.6025,0.6281,1.0073
ENSG00000273173.6,SNURF,0.4192,1.2315,0.4068,0.7909,1.3354,0.5932,0.6447
ENSG00000273175.2,ENSG00000273175,2.6442,2.8736,2.4410,4.1050,3.4721,1.6052,2.7801
ENSG00000273186.1,ENSG00000273186,1.4188,1.1494,0.9357,0.7532,0.4674,0.8375,0.4029
ENSG00000273213.4,H3-7,0.0000,0.2874,1.7494,1.0168,0.7679,0.2094,1.6116
ENSG00000273230.1,ENSG00000273230,5.8688,6.3630,6.9161,4.5946,6.3433,6.4905,5.8019
ENSG00000273238.3,TMEM271,0.0322,0.0821,0.1220,0.3013,2.4371,0.3489,1.8534
ENSG00000273247.7,RAB33B-AS1,1.4188,2.3399,1.0171,0.8285,2.1367,1.2911,0.9267
ENSG00000273253.2,TRABD-AS1,1.3866,1.3957,0.7323,1.2428,2.4371,0.8026,1.6116
ENSG00000273270.1,LINC03072,11.6087,12.3154,4.8413,8.2854,16.6260,8.5842,9.5892
ENSG00000273274.2,ZBTB8B,1.9025,2.8736,1.5053,1.5441,4.0730,1.1515,1.3296
ENSG00000273306.1,ENSG00000273306,0.6449,0.4105,1.1391,0.6779,0.5342,1.0120,0.8058
ENSG00000273311.1,DGCR11,4.8369,2.7504,12.7338,6.0634,2.0699,4.1525,3.8276
