gene_id,gene_name,logFC,AveExpr,t,P.Value,adj.P.Val,B,contrast
ENSG00000135248.16,GARIN1B,-0.938876488580703,-2.49396148986128,-0.889337298490351,0.39952438556705,0.583796015073352,-5.35974880915839,vsmc_pooled_CAD_vs_nonCAD
ENSG00000135249.8,RINT1,-0.57030229334705,4.72105586379652,-3.15563371275096,0.0133138350673035,0.0749464529982999,-3.44937420195427,vsmc_pooled_CAD_vs_nonCAD
ENSG00000135250.17,SRPK2,0.0900861338145628,5.72953931448888,0.614343735412973,0.555887665444568,0.714001107094778,-6.97901749953,vsmc_pooled_CAD_vs_nonCAD
ENSG00000135253.16,KCP,1.31408922438594,3.83610378242341,6.08752131984114,0.000281994866781491,0.0107190400604513,0.637020511355465,vsmc_pooled_CAD_vs_nonCAD
ENSG00000135269.18,TES,-1.58221181555106,8.19891135683818,-6.75588365450239,0.000137714401027579,0.0078898048773149,1.28273170933341,vsmc_pooled_CAD_vs_nonCAD
ENSG00000135272.13,MDFIC,0.601074976116422,4.99524549761832,2.74513628540366,0.0250134703165202,0.108078198194397,-4.18067696644152,vsmc_pooled_CAD_vs_nonCAD
ENSG00000135297.17,MTO1,-0.293976227850176,3.8384910161745,-1.60489696372208,0.146810321923098,0.315967218775706,-5.66821999101797,vsmc_pooled_CAD_vs_nonCAD
ENSG00000135298.15,ADGRB3,0.047249996657008,1.01457156855248,0.0773164735699366,0.94025211285671,0.965905953058671,-6.36886689862842,vsmc_pooled_CAD_vs_nonCAD
ENSG00000135299.18,ANKRD6,0.661136652039294,4.50925853155469,1.08705050956927,0.308375718037004,0.497444764246643,-6.47644944899042,vsmc_pooled_CAD_vs_nonCAD
ENSG00000135312.7,HTR1B,3.44415778010183,0.0556089207364757,5.88968211928029,0.00035229211370023,0.0118506116023001,0.66706841837646,vsmc_pooled_CAD_vs_nonCAD
ENSG00000135314.14,KHDC1,0.722718550938761,1.10559917643682,2.02519295192229,0.077081965882241,0.212100787639875,-4.62583489587041,vsmc_pooled_CAD_vs_nonCAD
ENSG00000135315.12,CEP162,1.37623801664695,3.26210376719458,7.95510142159806,4.29983395571546e-05,0.00514510623057833,2.64715341505493,vsmc_pooled_CAD_vs_nonCAD
ENSG00000135316.20,SYNCRIP,-0.0237550006809097,6.10760127613378,-0.143955466245474,0.889061354526344,0.935481351651217,-7.18355316062871,vsmc_pooled_CAD_vs_nonCAD
ENSG00000135317.14,SNX14,-0.130600281871282,3.57467628203734,-0.692208107679737,0.508207340020978,0.676249124472359,-6.60935937077173,vsmc_pooled_CAD_vs_nonCAD
ENSG00000135318.12,NT5E,-0.629848289209319,6.77130868874378,-1.7435541684581,0.11902474176148,0.277401414363381,-5.75604866181017,vsmc_pooled_CAD_vs_nonCAD
ENSG00000135324.6,MRAP2,1.67997486576978,-0.685486805299997,2.28069385302188,0.0517008316053431,0.166771463948438,-4.05455776298641,vsmc_pooled_CAD_vs_nonCAD
ENSG00000135333.15,EPHA7,3.66243965386543,4.22758319666747,5.33726272917693,0.00067383551684995,0.0162966545924294,-0.295470401919349,vsmc_pooled_CAD_vs_nonCAD
ENSG00000135334.9,AKIRIN2,0.25024647856958,5.21857316897676,1.03497570038038,0.330660093073575,0.519728229783575,-6.59546129708458,vsmc_pooled_CAD_vs_nonCAD
ENSG00000135336.16,ORC3,-0.181205964556626,4.88880774858809,-1.25344798333218,0.245095369353429,0.4342300991664,-6.30510490154806,vsmc_pooled_CAD_vs_nonCAD
ENSG00000135338.14,LCA5,0.00610150193572644,3.05141963619871,0.0163908473007984,0.987320095513466,0.992462127663837,-6.75669101382423,vsmc_pooled_CAD_vs_nonCAD
ENSG00000135341.19,MAP3K7,0.128582362047045,6.10473165948816,0.962996722892952,0.363480235342554,0.550719234708481,-6.70528691878347,vsmc_pooled_CAD_vs_nonCAD
ENSG00000135346.9,CGA,-3.43205571936971,-2.72560787074675,-2.70136232412236,0.0267749565105776,0.112744398887646,-3.19880653499423,vsmc_pooled_CAD_vs_nonCAD
ENSG00000135362.14,PRR5L,-1.80949457637519,5.48010122863762,-7.35576896605048,7.55419107898805e-05,0.00620079244130399,1.99108525574032,vsmc_pooled_CAD_vs_nonCAD
ENSG00000135363.12,LMO2,2.3935710713062,-0.784164833426634,1.74408337666454,0.118928727755694,0.277305079496036,-4.81470357233026,vsmc_pooled_CAD_vs_nonCAD
ENSG00000135365.17,PHF21A,0.488557756677748,5.80249292680797,2.39402238524798,0.0432860524426526,0.149761002881993,-4.77450576687054,vsmc_pooled_CAD_vs_nonCAD
ENSG00000135372.10,NAT10,0.270204952179272,5.02270143387545,1.20690380650391,0.261612535507456,0.452051908377942,-6.39309356170068,vsmc_pooled_CAD_vs_nonCAD
ENSG00000135378.4,PRRG4,-0.368766909173463,-1.35774501729871,-0.47846895378584,0.644995272007807,0.779341518720914,-5.84150756386678,vsmc_pooled_CAD_vs_nonCAD
ENSG00000135387.21,CAPRIN1,-0.119993053636234,8.50954123791686,-0.883193665620922,0.402643591260608,0.586414255989809,-6.72361614461579,vsmc_pooled_CAD_vs_nonCAD
ENSG00000135390.21,ATP5MC2,0.0406762467447112,6.87437127049821,0.16093033140328,0.876099281612464,0.927586340220675,-7.17822297595332,vsmc_pooled_CAD_vs_nonCAD
ENSG00000135392.19,DNAJC14,0.221721312693033,4.93757661806508,1.19550271311727,0.265795864080147,0.456315029653667,-6.39604895736597,vsmc_pooled_CAD_vs_nonCAD
ENSG00000135404.12,CD63,-0.691447089742091,8.85277950163482,-2.25996084628161,0.0534082058472466,0.170044063459844,-4.92840412796674,vsmc_pooled_CAD_vs_nonCAD
ENSG00000135406.15,PRPH,4.0710292394257,-1.81389708809571,7.57343788068408,6.13139073942783e-05,0.00566939757673606,2.00377196404948,vsmc_pooled_CAD_vs_nonCAD
ENSG00000135407.11,AVIL,0.877726699213299,0.348861283878039,2.18107312954848,0.0604311692169068,0.183331549524204,-4.30055227883525,vsmc_pooled_CAD_vs_nonCAD
ENSG00000135414.10,GDF11,0.23954944403199,5.99382786351906,1.53096600010935,0.163939898486071,0.337944144712863,-6.04511318947624,vsmc_pooled_CAD_vs_nonCAD
ENSG00000135424.19,ITGA7,-1.4413037068358,5.40778566500101,-2.99199907570883,0.0170871455445833,0.0867440300148672,-3.72746386495239,vsmc_pooled_CAD_vs_nonCAD
ENSG00000135426.16,TESPA1,-1.21735923884507,-2.77817190776265,-1.5597142440439,0.157075230258193,0.329324570505471,-4.64016527048063,vsmc_pooled_CAD_vs_nonCAD
ENSG00000135436.8,FAM186B,0.456691925581956,-2.57461944219901,0.582847611556612,0.575896852417637,0.728946226032257,-5.65040353809805,vsmc_pooled_CAD_vs_nonCAD
ENSG00000135437.10,RDH5,1.39174620825754,-2.91819573309411,1.6519901795921,0.136765490357074,0.302200505535026,-4.63431405428707,vsmc_pooled_CAD_vs_nonCAD
ENSG00000135439.12,AGAP2,3.66627822516684,-0.660056707024928,7.6860862959867,5.51378302870591e-05,0.00560465585853159,2.30128705044573,vsmc_pooled_CAD_vs_nonCAD
ENSG00000135441.8,BLOC1S1,0.113584757085348,2.53432400660119,0.389553106011375,0.70693373717675,0.821333802529004,-6.57328530228821,vsmc_pooled_CAD_vs_nonCAD
ENSG00000135446.17,CDK4,0.121513347041439,7.22677994598391,0.703698380774472,0.50139276322605,0.670502363307808,-6.91474678444265,vsmc_pooled_CAD_vs_nonCAD
ENSG00000135447.17,PPP1R1A,0.521218795952175,-0.233130869614863,0.788753368649552,0.452775517418108,0.629129618666858,-5.88116102045633,vsmc_pooled_CAD_vs_nonCAD
ENSG00000135451.13,TROAP,2.01794905995418,3.16657213868858,3.0105504825187,0.0166082960164482,0.0852279103786758,-3.54318431653985,vsmc_pooled_CAD_vs_nonCAD
ENSG00000135452.10,TSPAN31,0.197980563371598,4.05131692866567,0.770445280416932,0.462965669576011,0.638529035047252,-6.67796083566594,vsmc_pooled_CAD_vs_nonCAD
ENSG00000135454.14,B4GALNT1,0.577258298628291,1.87680746309949,1.5528430754879,0.158691970332595,0.331386173341595,-5.39669857130485,vsmc_pooled_CAD_vs_nonCAD
ENSG00000135457.11,TFCP2,0.56517681787933,5.10005391813739,3.91986775265269,0.00433378928458501,0.0401876964383832,-2.36959387554694,vsmc_pooled_CAD_vs_nonCAD
ENSG00000135469.14,COQ10A,-0.315787813026422,2.99157983115666,-1.20491983935283,0.262336576534393,0.452830697360748,-5.97995995954618,vsmc_pooled_CAD_vs_nonCAD
ENSG00000135472.9,FAIM2,2.99955512212372,-1.23736575052199,5.70866949211005,0.000433763589964514,0.0129867773621906,0.435304513541817,vsmc_pooled_CAD_vs_nonCAD
ENSG00000135473.16,PAN2,1.0782447731149,4.01050426800434,4.32558843413028,0.00246864155881538,0.0298337958597263,-1.67038694353938,vsmc_pooled_CAD_vs_nonCAD
ENSG00000135476.12,ESPL1,2.03725139879369,3.30535881573253,3.26947528732267,0.0112112137877639,0.0680546351452663,-3.16218103918391,vsmc_pooled_CAD_vs_nonCAD
ENSG00000135480.17,KRT7,-4.111222117037,6.68616171810553,-9.29558534456657,1.36681045357028e-05,0.00361371899705235,3.78969475661463,vsmc_pooled_CAD_vs_nonCAD
ENSG00000135482.7,ZC3H10,0.603825951653527,3.11355928860612,2.84582962370589,0.0213996870757147,0.0983416040372651,-3.72717933187388,vsmc_pooled_CAD_vs_nonCAD
ENSG00000135486.19,HNRNPA1,0.830999938374886,9.05081152745667,2.66454806863017,0.028354630814442,0.116416782443434,-4.25570008909458,vsmc_pooled_CAD_vs_nonCAD
ENSG00000135502.19,SLC26A10P,0.64120030488479,0.498572424239544,1.24819334594087,0.24691543275628,0.43609442103721,-5.55016395729096,vsmc_pooled_CAD_vs_nonCAD
ENSG00000135503.13,ACVR1B,0.104292035727401,4.69865786094163,0.573211199943602,0.582099245674824,0.733202369892637,-6.91637868633569,vsmc_pooled_CAD_vs_nonCAD
